dex,name,type_1,type_2,total,hp,attack,defense,sp_atk,sp_def,speed,poke_links,generation,image_url
0535,Tympole,Water,None,294,50,50,40,50,40,64,https://pokemondb.net/pokedex/tympole,5,https://img.pokemondb.net/artwork/large/tympole.jpg
0536,Palpitoad,Water,Ground,384,75,65,55,65,55,69,https://pokemondb.net/pokedex/palpitoad,5,https://img.pokemondb.net/artwork/large/palpitoad.jpg
0537,Seismitoad,Water,Ground,509,105,95,75,85,75,74,https://pokemondb.net/pokedex/seismitoad,5,https://img.pokemondb.net/artwork/large/seismitoad.jpg
0538,Throh,Fighting,None,465,120,100,85,30,85,45,https://pokemondb.net/pokedex/throh,5,https://img.pokemondb.net/artwork/large/throh.jpg
0539,Sawk,Fighting,None,465,75,125,75,30,75,85,https://pokemondb.net/pokedex/sawk,5,https://img.pokemondb.net/artwork/large/sawk.jpg
0540,Sewaddle,Bug,Grass,310,45,53,70,40,60,42,https://pokemondb.net/pokedex/sewaddle,5,https://img.pokemondb.net/artwork/large/sewaddle.jpg
0541,Swadloon,Bug,Grass,380,55,63,90,50,80,42,https://pokemondb.net/pokedex/swadloon,5,https://img.pokemondb.net/artwork/large/swadloon.jpg
0542,Leavanny,Bug,Grass,500,75,103,80,70,80,92,https://pokemondb.net/pokedex/leavanny,5,https://img.pokemondb.net/artwork/large/leavanny.jpg
0543,Venipede,Bug,Poison,260,30,45,59,30,39,57,https://pokemondb.net/pokedex/venipede,5,https://img.pokemondb.net/artwork/large/venipede.jpg
0544,Whirlipede,Bug,Poison,360,40,55,99,40,79,47,https://pokemondb.net/pokedex/whirlipede,5,https://img.pokemondb.net/artwork/large/whirlipede.jpg
0545,Scolipede,Bug,Poison,485,60,100,89,55,69,112,https://pokemondb.net/pokedex/scolipede,5,https://img.pokemondb.net/artwork/large/scolipede.jpg
0546,Cottonee,Grass,Fairy,280,40,27,60,37,50,66,https://pokemondb.net/pokedex/cottonee,5,https://img.pokemondb.net/artwork/large/cottonee.jpg
0547,Whimsicott,Grass,Fairy,480,60,67,85,77,75,116,https://pokemondb.net/pokedex/whimsicott,5,https://img.pokemondb.net/artwork/large/whimsicott.jpg
0548,Petilil,Grass,None,280,45,35,50,70,50,30,https://pokemondb.net/pokedex/petilil,5,https://img.pokemondb.net/artwork/large/petilil.jpg
0549,Lilligant,Grass,None,480,70,60,75,110,75,90,https://pokemondb.net/pokedex/lilligant,5,https://img.pokemondb.net/artwork/large/lilligant.jpg
0550,Basculin (Red-Striped Form),Water,None,460,70,92,65,80,55,98,https://pokemondb.net/pokedex/basculin,5,https://img.pokemondb.net/artwork/large/basculin-red-striped.jpg
0551,Sandile,Ground,Dark,292,50,72,35,35,35,65,https://pokemondb.net/pokedex/sandile,5,https://img.pokemondb.net/artwork/large/sandile.jpg
0552,Krokorok,Ground,Dark,351,60,82,45,45,45,74,https://pokemondb.net/pokedex/krokorok,5,https://img.pokemondb.net/artwork/large/krokorok.jpg
0553,Krookodile,Ground,Dark,519,95,117,80,65,70,92,https://pokemondb.net/pokedex/krookodile,5,https://img.pokemondb.net/artwork/large/krookodile.jpg
0554,Darumaka,Fire,None,315,70,90,45,15,45,50,https://pokemondb.net/pokedex/darumaka,5,https://img.pokemondb.net/artwork/large/darumaka.jpg
0555,Darmanitan (Standard Mode),Fire,None,480,105,140,55,30,55,95,https://pokemondb.net/pokedex/darmanitan,5,https://img.pokemondb.net/artwork/large/darmanitan-standard.jpg
0556,Maractus,Grass,None,461,75,86,67,106,67,60,https://pokemondb.net/pokedex/maractus,5,https://img.pokemondb.net/artwork/large/maractus.jpg
0557,Dwebble,Bug,Rock,325,50,65,85,35,35,55,https://pokemondb.net/pokedex/dwebble,5,https://img.pokemondb.net/artwork/large/dwebble.jpg
0558,Crustle,Bug,Rock,485,70,105,125,65,75,45,https://pokemondb.net/pokedex/crustle,5,https://img.pokemondb.net/artwork/large/crustle.jpg
0559,Scraggy,Dark,Fighting,348,50,75,70,35,70,48,https://pokemondb.net/pokedex/scraggy,5,https://img.pokemondb.net/artwork/large/scraggy.jpg
0560,Scrafty,Dark,Fighting,488,65,90,115,45,115,58,https://pokemondb.net/pokedex/scrafty,5,https://img.pokemondb.net/artwork/large/scrafty.jpg
0561,Sigilyph,Psychic,Flying,490,72,58,80,103,80,97,https://pokemondb.net/pokedex/sigilyph,5,https://img.pokemondb.net/artwork/large/sigilyph.jpg
0562,Yamask,Ghost,None,303,38,30,85,55,65,30,https://pokemondb.net/pokedex/yamask,5,https://img.pokemondb.net/artwork/large/yamask.jpg
0563,Cofagrigus,Ghost,None,483,58,50,145,95,105,30,https://pokemondb.net/pokedex/cofagrigus,5,https://img.pokemondb.net/artwork/large/cofagrigus.jpg
0564,Tirtouga,Water,Rock,355,54,78,103,53,45,22,https://pokemondb.net/pokedex/tirtouga,5,https://img.pokemondb.net/artwork/large/tirtouga.jpg
0565,Carracosta,Water,Rock,495,74,108,133,83,65,32,https://pokemondb.net/pokedex/carracosta,5,https://img.pokemondb.net/artwork/large/carracosta.jpg
0566,Archen,Rock,Flying,401,55,112,45,74,45,70,https://pokemondb.net/pokedex/archen,5,https://img.pokemondb.net/artwork/large/archen.jpg
0567,Archeops,Rock,Flying,567,75,140,65,112,65,110,https://pokemondb.net/pokedex/archeops,5,https://img.pokemondb.net/artwork/large/archeops.jpg
0568,Trubbish,Poison,None,329,50,50,62,40,62,65,https://pokemondb.net/pokedex/trubbish,5,https://img.pokemondb.net/artwork/large/trubbish.jpg
0569,Garbodor,Poison,None,474,80,95,82,60,82,75,https://pokemondb.net/pokedex/garbodor,5,https://img.pokemondb.net/artwork/large/garbodor.jpg
0570,Zorua,Dark,None,330,40,65,40,80,40,65,https://pokemondb.net/pokedex/zorua,5,https://img.pokemondb.net/artwork/large/zorua.jpg
0571,Zoroark,Dark,None,510,60,105,60,120,60,105,https://pokemondb.net/pokedex/zoroark,5,https://img.pokemondb.net/artwork/large/zoroark.jpg
0572,Minccino,Normal,None,300,55,50,40,40,40,75,https://pokemondb.net/pokedex/minccino,5,https://img.pokemondb.net/artwork/large/minccino.jpg
0573,Cinccino,Normal,None,470,75,95,60,65,60,115,https://pokemondb.net/pokedex/cinccino,5,https://img.pokemondb.net/artwork/large/cinccino.jpg
0574,Gothita,Psychic,None,290,45,30,50,55,65,45,https://pokemondb.net/pokedex/gothita,5,https://img.pokemondb.net/artwork/large/gothita.jpg
0575,Gothorita,Psychic,None,390,60,45,70,75,85,55,https://pokemondb.net/pokedex/gothorita,5,https://img.pokemondb.net/artwork/large/gothorita.jpg
0576,Gothitelle,Psychic,None,490,70,55,95,95,110,65,https://pokemondb.net/pokedex/gothitelle,5,https://img.pokemondb.net/artwork/large/gothitelle.jpg
0577,Solosis,Psychic,None,290,45,30,40,105,50,20,https://pokemondb.net/pokedex/solosis,5,https://img.pokemondb.net/artwork/large/solosis.jpg
0578,Duosion,Psychic,None,370,65,40,50,125,60,30,https://pokemondb.net/pokedex/duosion,5,https://img.pokemondb.net/artwork/large/duosion.jpg
0579,Reuniclus,Psychic,None,490,110,65,75,125,85,30,https://pokemondb.net/pokedex/reuniclus,5,https://img.pokemondb.net/artwork/large/reuniclus.jpg
0580,Ducklett,Water,Flying,305,62,44,50,44,50,55,https://pokemondb.net/pokedex/ducklett,5,https://img.pokemondb.net/artwork/large/ducklett.jpg
0581,Swanna,Water,Flying,473,75,87,63,87,63,98,https://pokemondb.net/pokedex/swanna,5,https://img.pokemondb.net/artwork/large/swanna.jpg
0582,Vanillite,Ice,None,305,36,50,50,65,60,44,https://pokemondb.net/pokedex/vanillite,5,https://img.pokemondb.net/artwork/large/vanillite.jpg
0583,Vanillish,Ice,None,395,51,65,65,80,75,59,https://pokemondb.net/pokedex/vanillish,5,https://img.pokemondb.net/artwork/large/vanillish.jpg
0584,Vanilluxe,Ice,None,535,71,95,85,110,95,79,https://pokemondb.net/pokedex/vanilluxe,5,https://img.pokemondb.net/artwork/large/vanilluxe.jpg
0585,Deerling,Normal,Grass,335,60,60,50,40,50,75,https://pokemondb.net/pokedex/deerling,5,https://img.pokemondb.net/artwork/large/deerling.jpg
0586,Sawsbuck,Normal,Grass,475,80,100,70,60,70,95,https://pokemondb.net/pokedex/sawsbuck,5,https://img.pokemondb.net/artwork/large/sawsbuck.jpg
0587,Emolga,Electric,Flying,428,55,75,60,75,60,103,https://pokemondb.net/pokedex/emolga,5,https://img.pokemondb.net/artwork/large/emolga.jpg
0588,Karrablast,Bug,None,315,50,75,45,40,45,60,https://pokemondb.net/pokedex/karrablast,5,https://img.pokemondb.net/artwork/large/karrablast.jpg
0589,Escavalier,Bug,Steel,495,70,135,105,60,105,20,https://pokemondb.net/pokedex/escavalier,5,https://img.pokemondb.net/artwork/large/escavalier.jpg
0590,Foongus,Grass,Poison,294,69,55,45,55,55,15,https://pokemondb.net/pokedex/foongus,5,https://img.pokemondb.net/artwork/large/foongus.jpg
0591,Amoonguss,Grass,Poison,464,114,85,70,85,80,30,https://pokemondb.net/pokedex/amoonguss,5,https://img.pokemondb.net/artwork/large/amoonguss.jpg
0592,Frillish,Water,Ghost,335,55,40,50,65,85,40,https://pokemondb.net/pokedex/frillish,5,https://img.pokemondb.net/artwork/large/frillish.jpg
0593,Jellicent,Water,Ghost,480,100,60,70,85,105,60,https://pokemondb.net/pokedex/jellicent,5,https://img.pokemondb.net/artwork/large/jellicent.jpg
0594,Alomomola,Water,None,470,165,75,80,40,45,65,https://pokemondb.net/pokedex/alomomola,5,https://img.pokemondb.net/artwork/large/alomomola.jpg
0595,Joltik,Bug,Electric,319,50,47,50,57,50,65,https://pokemondb.net/pokedex/joltik,5,https://img.pokemondb.net/artwork/large/joltik.jpg
0596,Galvantula,Bug,Electric,472,70,77,60,97,60,108,https://pokemondb.net/pokedex/galvantula,5,https://img.pokemondb.net/artwork/large/galvantula.jpg
0597,Ferroseed,Grass,Steel,305,44,50,91,24,86,10,https://pokemondb.net/pokedex/ferroseed,5,https://img.pokemondb.net/artwork/large/ferroseed.jpg
0598,Ferrothorn,Grass,Steel,489,74,94,131,54,116,20,https://pokemondb.net/pokedex/ferrothorn,5,https://img.pokemondb.net/artwork/large/ferrothorn.jpg
0599,Klink,Steel,None,300,40,55,70,45,60,30,https://pokemondb.net/pokedex/klink,5,https://img.pokemondb.net/artwork/large/klink.jpg
0600,Klang,Steel,None,440,60,80,95,70,85,50,https://pokemondb.net/pokedex/klang,5,https://img.pokemondb.net/artwork/large/klang.jpg
0601,Klinklang,Steel,None,520,60,100,115,70,85,90,https://pokemondb.net/pokedex/klinklang,5,https://img.pokemondb.net/artwork/large/klinklang.jpg
0602,Tynamo,Electric,None,275,35,55,40,45,40,60,https://pokemondb.net/pokedex/tynamo,5,https://img.pokemondb.net/artwork/large/tynamo.jpg
0603,Eelektrik,Electric,None,405,65,85,70,75,70,40,https://pokemondb.net/pokedex/eelektrik,5,https://img.pokemondb.net/artwork/large/eelektrik.jpg
0604,Eelektross,Electric,None,515,85,115,80,105,80,50,https://pokemondb.net/pokedex/eelektross,5,https://img.pokemondb.net/artwork/large/eelektross.jpg
0605,Elgyem,Psychic,None,335,55,55,55,85,55,30,https://pokemondb.net/pokedex/elgyem,5,https://img.pokemondb.net/artwork/large/elgyem.jpg
0606,Beheeyem,Psychic,None,485,75,75,75,125,95,40,https://pokemondb.net/pokedex/beheeyem,5,https://img.pokemondb.net/artwork/large/beheeyem.jpg
0607,Litwick,Ghost,Fire,275,50,30,55,65,55,20,https://pokemondb.net/pokedex/litwick,5,https://img.pokemondb.net/artwork/large/litwick.jpg
0608,Lampent,Ghost,Fire,370,60,40,60,95,60,55,https://pokemondb.net/pokedex/lampent,5,https://img.pokemondb.net/artwork/large/lampent.jpg
0609,Chandelure,Ghost,Fire,520,60,55,90,145,90,80,https://pokemondb.net/pokedex/chandelure,5,https://img.pokemondb.net/artwork/large/chandelure.jpg
0610,Axew,Dragon,None,320,46,87,60,30,40,57,https://pokemondb.net/pokedex/axew,5,https://img.pokemondb.net/artwork/large/axew.jpg
0611,Fraxure,Dragon,None,410,66,117,70,40,50,67,https://pokemondb.net/pokedex/fraxure,5,https://img.pokemondb.net/artwork/large/fraxure.jpg
0612,Haxorus,Dragon,None,540,76,147,90,60,70,97,https://pokemondb.net/pokedex/haxorus,5,https://img.pokemondb.net/artwork/large/haxorus.jpg
0613,Cubchoo,Ice,None,305,55,70,40,60,40,40,https://pokemondb.net/pokedex/cubchoo,5,https://img.pokemondb.net/artwork/large/cubchoo.jpg
0614,Beartic,Ice,None,505,95,130,80,70,80,50,https://pokemondb.net/pokedex/beartic,5,https://img.pokemondb.net/artwork/large/beartic.jpg
0615,Cryogonal,Ice,None,515,80,50,50,95,135,105,https://pokemondb.net/pokedex/cryogonal,5,https://img.pokemondb.net/artwork/large/cryogonal.jpg
0616,Shelmet,Bug,None,305,50,40,85,40,65,25,https://pokemondb.net/pokedex/shelmet,5,https://img.pokemondb.net/artwork/large/shelmet.jpg
0617,Accelgor,Bug,None,495,80,70,40,100,60,145,https://pokemondb.net/pokedex/accelgor,5,https://img.pokemondb.net/artwork/large/accelgor.jpg
0618,Stunfisk,Ground,Electric,471,109,66,84,81,99,32,https://pokemondb.net/pokedex/stunfisk,5,https://img.pokemondb.net/artwork/large/stunfisk.jpg
0619,Mienfoo,Fighting,None,350,45,85,50,55,50,65,https://pokemondb.net/pokedex/mienfoo,5,https://img.pokemondb.net/artwork/large/mienfoo.jpg
0620,Mienshao,Fighting,None,510,65,125,60,95,60,105,https://pokemondb.net/pokedex/mienshao,5,https://img.pokemondb.net/artwork/large/mienshao.jpg
0621,Druddigon,Dragon,None,485,77,120,90,60,90,48,https://pokemondb.net/pokedex/druddigon,5,https://img.pokemondb.net/artwork/large/druddigon.jpg
0622,Golett,Ground,Ghost,303,59,74,50,35,50,35,https://pokemondb.net/pokedex/golett,5,https://img.pokemondb.net/artwork/large/golett.jpg
0623,Golurk,Ground,Ghost,483,89,124,80,55,80,55,https://pokemondb.net/pokedex/golurk,5,https://img.pokemondb.net/artwork/large/golurk.jpg
0624,Pawniard,Dark,Steel,340,45,85,70,40,40,60,https://pokemondb.net/pokedex/pawniard,5,https://img.pokemondb.net/artwork/large/pawniard.jpg
0625,Bisharp,Dark,Steel,490,65,125,100,60,70,70,https://pokemondb.net/pokedex/bisharp,5,https://img.pokemondb.net/artwork/large/bisharp.jpg
0626,Bouffalant,Normal,None,490,95,110,95,40,95,55,https://pokemondb.net/pokedex/bouffalant,5,https://img.pokemondb.net/artwork/large/bouffalant.jpg
0627,Rufflet,Normal,Flying,350,70,83,50,37,50,60,https://pokemondb.net/pokedex/rufflet,5,https://img.pokemondb.net/artwork/large/rufflet.jpg
0628,Braviary,Normal,Flying,510,100,123,75,57,75,80,https://pokemondb.net/pokedex/braviary,5,https://img.pokemondb.net/artwork/large/braviary.jpg
0629,Vullaby,Dark,Flying,370,70,55,75,45,65,60,https://pokemondb.net/pokedex/vullaby,5,https://img.pokemondb.net/artwork/large/vullaby.jpg
0630,Mandibuzz,Dark,Flying,510,110,65,105,55,95,80,https://pokemondb.net/pokedex/mandibuzz,5,https://img.pokemondb.net/artwork/large/mandibuzz.jpg
0631,Heatmor,Fire,None,484,85,97,66,105,66,65,https://pokemondb.net/pokedex/heatmor,5,https://img.pokemondb.net/artwork/large/heatmor.jpg
0632,Durant,Bug,Steel,484,58,109,112,48,48,109,https://pokemondb.net/pokedex/durant,5,https://img.pokemondb.net/artwork/large/durant.jpg
0633,Deino,Dark,Dragon,300,52,65,50,45,50,38,https://pokemondb.net/pokedex/deino,5,https://img.pokemondb.net/artwork/large/deino.jpg
0634,Zweilous,Dark,Dragon,420,72,85,70,65,70,58,https://pokemondb.net/pokedex/zweilous,5,https://img.pokemondb.net/artwork/large/zweilous.jpg
0635,Hydreigon,Dark,Dragon,600,92,105,90,125,90,98,https://pokemondb.net/pokedex/hydreigon,5,https://img.pokemondb.net/artwork/large/hydreigon.jpg
0636,Larvesta,Bug,Fire,360,55,85,55,50,55,60,https://pokemondb.net/pokedex/larvesta,5,https://img.pokemondb.net/artwork/large/larvesta.jpg
0637,Volcarona,Bug,Fire,550,85,60,65,135,105,100,https://pokemondb.net/pokedex/volcarona,5,https://img.pokemondb.net/artwork/large/volcarona.jpg
0638,Cobalion,Steel,Fighting,580,91,90,129,90,72,108,https://pokemondb.net/pokedex/cobalion,5,https://img.pokemondb.net/artwork/large/cobalion.jpg
0639,Terrakion,Rock,Fighting,580,91,129,90,72,90,108,https://pokemondb.net/pokedex/terrakion,5,https://img.pokemondb.net/artwork/large/terrakion.jpg
0640,Virizion,Grass,Fighting,580,91,90,72,90,129,108,https://pokemondb.net/pokedex/virizion,5,https://img.pokemondb.net/artwork/large/virizion.jpg
0641,Tornadus (Incarnate Forme),Flying,None,580,79,115,70,125,80,111,https://pokemondb.net/pokedex/tornadus,5,https://img.pokemondb.net/artwork/large/tornadus-incarnate.jpg
0642,Thundurus (Incarnate Forme),Electric,Flying,580,79,115,70,125,80,111,https://pokemondb.net/pokedex/thundurus,5,https://img.pokemondb.net/artwork/large/thundurus-incarnate.jpg
0643,Reshiram,Dragon,Fire,680,100,120,100,150,120,90,https://pokemondb.net/pokedex/reshiram,5,https://img.pokemondb.net/artwork/large/reshiram.jpg
0644,Zekrom,Dragon,Electric,680,100,150,120,120,100,90,https://pokemondb.net/pokedex/zekrom,5,https://img.pokemondb.net/artwork/large/zekrom.jpg
0645,Landorus (Incarnate Forme),Ground,Flying,600,89,125,90,115,80,101,https://pokemondb.net/pokedex/landorus,5,https://img.pokemondb.net/artwork/large/landorus-incarnate.jpg
0646,Kyurem,Dragon,Ice,660,125,130,90,130,90,95,https://pokemondb.net/pokedex/kyurem,5,https://img.pokemondb.net/artwork/large/kyurem.jpg
0647,Keldeo (Ordinary Form),Water,Fighting,580,91,72,90,129,90,108,https://pokemondb.net/pokedex/keldeo,5,https://img.pokemondb.net/artwork/large/keldeo-ordinary.jpg
0648,Meloetta (Aria Forme),Normal,Psychic,600,100,77,77,128,128,90,https://pokemondb.net/pokedex/meloetta,5,https://img.pokemondb.net/artwork/large/meloetta-aria.jpg
0649,Genesect,Bug,Steel,600,71,120,95,120,95,99,https://pokemondb.net/pokedex/genesect,5,https://img.pokemondb.net/artwork/large/genesect.jpg
0650,Chespin,Grass,None,313,56,61,65,48,45,38,https://pokemondb.net/pokedex/chespin,6,https://img.pokemondb.net/artwork/large/chespin.jpg
0651,Quilladin,Grass,None,405,61,78,95,56,58,57,https://pokemondb.net/pokedex/quilladin,6,https://img.pokemondb.net/artwork/large/quilladin.jpg
0652,Chesnaught,Grass,Fighting,530,88,107,122,74,75,64,https://pokemondb.net/pokedex/chesnaught,6,https://img.pokemondb.net/artwork/large/chesnaught.jpg
0653,Fennekin,Fire,None,307,40,45,40,62,60,60,https://pokemondb.net/pokedex/fennekin,6,https://img.pokemondb.net/artwork/large/fennekin.jpg
0654,Braixen,Fire,None,409,59,59,58,90,70,73,https://pokemondb.net/pokedex/braixen,6,https://img.pokemondb.net/artwork/large/braixen.jpg
0655,Delphox,Fire,Psychic,534,75,69,72,114,100,104,https://pokemondb.net/pokedex/delphox,6,https://img.pokemondb.net/artwork/large/delphox.jpg
0656,Froakie,Water,None,314,41,56,40,62,44,71,https://pokemondb.net/pokedex/froakie,6,https://img.pokemondb.net/artwork/large/froakie.jpg
0657,Frogadier,Water,None,405,54,63,52,83,56,97,https://pokemondb.net/pokedex/frogadier,6,https://img.pokemondb.net/artwork/large/frogadier.jpg
0658,Greninja,Water,Dark,530,72,95,67,103,71,122,https://pokemondb.net/pokedex/greninja,6,https://img.pokemondb.net/artwork/large/greninja.jpg
0659,Bunnelby,Normal,None,237,38,36,38,32,36,57,https://pokemondb.net/pokedex/bunnelby,6,https://img.pokemondb.net/artwork/large/bunnelby.jpg
0660,Diggersby,Normal,Ground,423,85,56,77,50,77,78,https://pokemondb.net/pokedex/diggersby,6,https://img.pokemondb.net/artwork/large/diggersby.jpg
0661,Fletchling,Normal,Flying,278,45,50,43,40,38,62,https://pokemondb.net/pokedex/fletchling,6,https://img.pokemondb.net/artwork/large/fletchling.jpg
0662,Fletchinder,Fire,Flying,382,62,73,55,56,52,84,https://pokemondb.net/pokedex/fletchinder,6,https://img.pokemondb.net/artwork/large/fletchinder.jpg
0663,Talonflame,Fire,Flying,499,78,81,71,74,69,126,https://pokemondb.net/pokedex/talonflame,6,https://img.pokemondb.net/artwork/large/talonflame.jpg
0664,Scatterbug,Bug,None,200,38,35,40,27,25,35,https://pokemondb.net/pokedex/scatterbug,6,https://img.pokemondb.net/artwork/large/scatterbug.jpg
0665,Spewpa,Bug,None,213,45,22,60,27,30,29,https://pokemondb.net/pokedex/spewpa,6,https://img.pokemondb.net/artwork/large/spewpa.jpg
0666,Vivillon,Bug,Flying,411,80,52,50,90,50,89,https://pokemondb.net/pokedex/vivillon,6,https://img.pokemondb.net/artwork/large/vivillon.jpg
0667,Litleo,Fire,Normal,369,62,50,58,73,54,72,https://pokemondb.net/pokedex/litleo,6,https://img.pokemondb.net/artwork/large/litleo.jpg
0668,Pyroar,Fire,Normal,507,86,68,72,109,66,106,https://pokemondb.net/pokedex/pyroar,6,https://img.pokemondb.net/artwork/large/pyroar.jpg
0669,Flabébé,Fairy,None,303,44,38,39,61,79,42,https://pokemondb.net/pokedex/flabebe,6,https://img.pokemondb.net/artwork/large/flabebe.jpg
0670,Floette,Fairy,None,371,54,45,47,75,98,52,https://pokemondb.net/pokedex/floette,6,https://img.pokemondb.net/artwork/large/floette.jpg
0671,Florges,Fairy,None,552,78,65,68,112,154,75,https://pokemondb.net/pokedex/florges,6,https://img.pokemondb.net/artwork/large/florges.jpg
0672,Skiddo,Grass,None,350,66,65,48,62,57,52,https://pokemondb.net/pokedex/skiddo,6,https://img.pokemondb.net/artwork/large/skiddo.jpg
0673,Gogoat,Grass,None,531,123,100,62,97,81,68,https://pokemondb.net/pokedex/gogoat,6,https://img.pokemondb.net/artwork/large/gogoat.jpg
0674,Pancham,Fighting,None,348,67,82,62,46,48,43,https://pokemondb.net/pokedex/pancham,6,https://img.pokemondb.net/artwork/large/pancham.jpg
0675,Pangoro,Fighting,Dark,495,95,124,78,69,71,58,https://pokemondb.net/pokedex/pangoro,6,https://img.pokemondb.net/artwork/large/pangoro.jpg
0676,Furfrou,Normal,None,472,75,80,60,65,90,102,https://pokemondb.net/pokedex/furfrou,6,https://img.pokemondb.net/artwork/large/furfrou.jpg
0677,Espurr,Psychic,None,355,62,48,54,63,60,68,https://pokemondb.net/pokedex/espurr,6,https://img.pokemondb.net/artwork/large/espurr.jpg
0678,Meowstic (Male),Psychic,None,466,74,48,76,83,81,104,https://pokemondb.net/pokedex/meowstic,6,https://img.pokemondb.net/artwork/large/meowstic-male.jpg
0679,Honedge,Steel,Ghost,325,45,80,100,35,37,28,https://pokemondb.net/pokedex/honedge,6,https://img.pokemondb.net/artwork/large/honedge.jpg
0680,Doublade,Steel,Ghost,448,59,110,150,45,49,35,https://pokemondb.net/pokedex/doublade,6,https://img.pokemondb.net/artwork/large/doublade.jpg
0681,Aegislash (Shield Forme),Steel,Ghost,500,60,50,140,50,140,60,https://pokemondb.net/pokedex/aegislash,6,https://img.pokemondb.net/artwork/large/aegislash-shield.jpg
0682,Spritzee,Fairy,None,341,78,52,60,63,65,23,https://pokemondb.net/pokedex/spritzee,6,https://img.pokemondb.net/artwork/large/spritzee.jpg
0683,Aromatisse,Fairy,None,462,101,72,72,99,89,29,https://pokemondb.net/pokedex/aromatisse,6,https://img.pokemondb.net/artwork/large/aromatisse.jpg
0684,Swirlix,Fairy,None,341,62,48,66,59,57,49,https://pokemondb.net/pokedex/swirlix,6,https://img.pokemondb.net/artwork/large/swirlix.jpg
0685,Slurpuff,Fairy,None,480,82,80,86,85,75,72,https://pokemondb.net/pokedex/slurpuff,6,https://img.pokemondb.net/artwork/large/slurpuff.jpg
0686,Inkay,Dark,Psychic,288,53,54,53,37,46,45,https://pokemondb.net/pokedex/inkay,6,https://img.pokemondb.net/artwork/large/inkay.jpg
0687,Malamar,Dark,Psychic,482,86,92,88,68,75,73,https://pokemondb.net/pokedex/malamar,6,https://img.pokemondb.net/artwork/large/malamar.jpg
0688,Binacle,Rock,Water,306,42,52,67,39,56,50,https://pokemondb.net/pokedex/binacle,6,https://img.pokemondb.net/artwork/large/binacle.jpg
0689,Barbaracle,Rock,Water,500,72,105,115,54,86,68,https://pokemondb.net/pokedex/barbaracle,6,https://img.pokemondb.net/artwork/large/barbaracle.jpg
0690,Skrelp,Poison,Water,320,50,60,60,60,60,30,https://pokemondb.net/pokedex/skrelp,6,https://img.pokemondb.net/artwork/large/skrelp.jpg
0691,Dragalge,Poison,Dragon,494,65,75,90,97,123,44,https://pokemondb.net/pokedex/dragalge,6,https://img.pokemondb.net/artwork/large/dragalge.jpg
0692,Clauncher,Water,None,330,50,53,62,58,63,44,https://pokemondb.net/pokedex/clauncher,6,https://img.pokemondb.net/artwork/large/clauncher.jpg
0693,Clawitzer,Water,None,500,71,73,88,120,89,59,https://pokemondb.net/pokedex/clawitzer,6,https://img.pokemondb.net/artwork/large/clawitzer.jpg
0694,Helioptile,Electric,Normal,289,44,38,33,61,43,70,https://pokemondb.net/pokedex/helioptile,6,https://img.pokemondb.net/artwork/large/helioptile.jpg
0695,Heliolisk,Electric,Normal,481,62,55,52,109,94,109,https://pokemondb.net/pokedex/heliolisk,6,https://img.pokemondb.net/artwork/large/heliolisk.jpg
0696,Tyrunt,Rock,Dragon,362,58,89,77,45,45,48,https://pokemondb.net/pokedex/tyrunt,6,https://img.pokemondb.net/artwork/large/tyrunt.jpg
0697,Tyrantrum,Rock,Dragon,521,82,121,119,69,59,71,https://pokemondb.net/pokedex/tyrantrum,6,https://img.pokemondb.net/artwork/large/tyrantrum.jpg
0698,Amaura,Rock,Ice,362,77,59,50,67,63,46,https://pokemondb.net/pokedex/amaura,6,https://img.pokemondb.net/artwork/large/amaura.jpg
0699,Aurorus,Rock,Ice,521,123,77,72,99,92,58,https://pokemondb.net/pokedex/aurorus,6,https://img.pokemondb.net/artwork/large/aurorus.jpg
0700,Sylveon,Fairy,None,525,95,65,65,110,130,60,https://pokemondb.net/pokedex/sylveon,6,https://img.pokemondb.net/artwork/large/sylveon.jpg
0701,Hawlucha,Fighting,Flying,500,78,92,75,74,63,118,https://pokemondb.net/pokedex/hawlucha,6,https://img.pokemondb.net/artwork/large/hawlucha.jpg
0702,Dedenne,Electric,Fairy,431,67,58,57,81,67,101,https://pokemondb.net/pokedex/dedenne,6,https://img.pokemondb.net/artwork/large/dedenne.jpg
0703,Carbink,Rock,Fairy,500,50,50,150,50,150,50,https://pokemondb.net/pokedex/carbink,6,https://img.pokemondb.net/artwork/large/carbink.jpg
0704,Goomy,Dragon,None,300,45,50,35,55,75,40,https://pokemondb.net/pokedex/goomy,6,https://img.pokemondb.net/artwork/large/goomy.jpg
0705,Sliggoo,Dragon,None,452,68,75,53,83,113,60,https://pokemondb.net/pokedex/sliggoo,6,https://img.pokemondb.net/artwork/large/sliggoo.jpg
0706,Goodra,Dragon,None,600,90,100,70,110,150,80,https://pokemondb.net/pokedex/goodra,6,https://img.pokemondb.net/artwork/large/goodra.jpg
0707,Klefki,Steel,Fairy,470,57,80,91,80,87,75,https://pokemondb.net/pokedex/klefki,6,https://img.pokemondb.net/artwork/large/klefki.jpg
0708,Phantump,Ghost,Grass,309,43,70,48,50,60,38,https://pokemondb.net/pokedex/phantump,6,https://img.pokemondb.net/artwork/large/phantump.jpg
0709,Trevenant,Ghost,Grass,474,85,110,76,65,82,56,https://pokemondb.net/pokedex/trevenant,6,https://img.pokemondb.net/artwork/large/trevenant.jpg
